,RECHARGE_VALUE,MIN_RECHARGE_AVG,P2_MADE_CALLS_DURATION,P2_PERC_DAYS_SOCIAL_NETWORK_OTT,PERC_SOCIAL_NETWORK_SESSIONS_IN_P1,PERC_INTERNET_SESSIONS_IN_P1,PERC_RECEIVED_CALLS_DURATION_IN_P2,PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL,P23_PERC_DAYS_MADE_CALLS_OTT,WEEKDAY_PERC_INTERNET_MB,WEEKEND_HOLYDAY_PERC_SOCIAL_NETWORK_SESSIONS,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,AGE_TYPE
2908,120.0,20.0,3.0,100.0,6.0,6.0,14.0,8.0,0.0,55.81,18.95,0.12,10
2909,400.0,100.0,1405.0,75.0,14.0,16.0,43.0,3.0,58.97,43.23,21.74,0.03,6
2910,100.0,100.0,10.0,0.0,0.0,0.0,57.0,14.0,35.71,0.0,0.0,0.0,10
2911,450.0,150.0,1075.0,97.67,6.0,5.0,47.0,6.0,89.66,32.84,25.54,0.26,9
2912,560.0,20.0,321.0,88.41,5.0,5.0,51.0,6.0,65.75,17.21,19.41,0.11,5
2913,500.0,50.0,1262.0,36.76,4.0,4.0,70.0,1.0,84.0,43.44,26.09,0.0,6
2914,300.0,100.0,67.0,100.0,42.0,41.0,33.0,14.0,33.33,23.72,28.7,0.0,2
2915,200.0,50.0,21.0,96.43,14.0,13.0,17.0,29.0,12.12,9.07,24.93,0.5,3
2916,500.0,100.0,284.0,100.0,24.0,20.0,51.0,3.0,50.57,96.5,13.35,0.0,10
2917,200.0,200.0,2.0,97.65,21.0,24.0,62.0,2.0,10.47,74.62,12.4,0.01,7
2918,20.0,10.0,42.0,71.43,7.0,6.0,33.0,6.0,4.17,29.2,14.29,0.22,7
2919,260.0,40.0,916.0,65.71,8.0,7.0,35.0,3.0,66.67,17.57,21.4,0.01,5
2920,400.0,100.0,78.0,98.85,16.0,17.0,27.0,11.0,90.8,27.93,23.95,0.03,3
2921,600.0,50.0,91.0,100.0,8.0,7.0,37.0,22.0,25.29,9.98,29.98,0.72,4
2922,580.0,46.0,659.0,6.33,11.0,11.0,38.0,4.0,92.94,100.0,13.33,0.0,9
2923,100.0,100.0,22.0,0.0,0.0,0.0,50.0,11.0,38.89,0.0,0.0,0.0,8
2924,850.0,125.0,64.0,87.84,16.0,17.0,33.0,12.0,63.41,84.78,21.53,0.08,4
2925,-22.5030121349931,18.2038410184341,1.0,0.0,0.0,0.0,33.0,20.0,50.0,0.0,0.0,0.0,3
2926,200.0,50.0,178.0,80.0,29.0,29.0,43.0,3.0,29.63,29.78,22.76,0.01,3
2927,500.0,100.0,344.0,100.0,16.0,17.0,45.0,13.0,91.95,18.09,19.19,0.02,7
2928,500.0,100.0,108.0,72.94,12.0,12.0,45.0,12.0,80.23,50.15,29.51,0.04,7
2929,500.0,100.0,127.0,100.0,19.0,19.0,43.0,8.0,54.02,14.68,24.47,1.95,7
2930,530.0,36.67,13.0,100.0,17.0,17.0,41.0,13.0,21.43,13.46,23.84,1.59,2
2931,690.0,13.89,432.0,100.0,20.0,22.0,43.0,9.0,45.98,3.04,20.2,12.47,2
2932,512.389898692571,17.0451900917134,0.0,100.0,31.0,36.0,0.0,0.0,0.0,99.56,19.467335977219104,1.72916866591524,2
2933,450.0,150.0,246.0,25.3,8.0,9.0,47.0,10.0,95.35,92.38,23.19,0.0,7
2934,170.0,40.0,188.0,88.89,21.0,24.0,43.0,8.0,27.08,19.33,20.25,0.78,7
2935,400.0,100.0,224.0,88.0,12.0,12.0,43.0,11.0,63.41,55.5,22.76,1.14,5
2936,2.3778656973832204,22.9368311271812,51.0,100.0,18.0,19.0,67.0,2.0,0.0,100.0,16.48,0.0,2
2937,650.0,10.0,178.0,98.84,14.0,18.0,55.0,6.0,55.81,47.97,22.92,0.1,6
2938,246.52478859862302,48.11556658635511,36.0,0.0,0.0,0.0,33.0,8.0,0.0,0.0,0.0,0.0,10
2939,160.0,20.0,56.0,100.0,21.0,19.0,32.0,11.0,3.66,7.66,14.74,0.08,2
2940,360.0,24.0,291.0,37.04,24.0,24.0,55.0,4.0,30.3,97.9,14.29,0.0,8
2941,430.0,76.67,34.0,92.96,6.0,7.0,47.0,7.0,31.65,83.98,23.15,0.14,9
2942,410.0,23.33,56.0,100.0,24.0,25.0,19.0,4.0,45.16,17.44,17.54,0.87,2
2943,500.0,100.0,224.0,59.32,11.0,11.0,28.0,4.0,63.77,17.84,27.72,0.22,4
2944,320.06627035552896,78.8123491329128,1.0,0.0,0.0,0.0,46.0,13.0,0.0,0.0,0.0,0.0,3
2945,170.0,35.0,20.0,95.65,25.0,27.0,32.0,10.0,5.88,26.07,17.41,0.01,5
2946,127.636208691579,38.542476204911104,262.0,100.0,23.0,22.0,33.0,4.0,2.44,87.22,16.08,0.0,7
2947,750.0,50.0,392.0,90.48,9.0,6.0,42.0,9.0,28.57,55.24,11.64,0.21,6
2948,500.0,50.0,71.0,71.43,22.0,22.0,36.0,8.0,63.01,18.06,28.63,0.01,3
2949,20.0,20.0,81.0,100.0,25.0,25.0,41.0,3.0,0.0,62.38,13.97,0.0,7
2950,500.0,100.0,80.0,96.47,28.0,28.0,38.0,12.0,69.41,5.72,23.43,1.22,3
2951,340.0,60.0,74.0,100.0,15.0,17.0,47.0,6.0,45.45,18.08,21.15,0.66,3
2952,960.0,47.14,359.0,100.0,14.0,16.0,43.0,7.0,90.0,7.09,25.68,0.2,2
2953,250.0,50.0,175.0,58.54,7.0,7.0,39.0,9.0,63.27,4.45,23.53,0.2,4
2954,550.0,125.0,806.0,91.03,8.0,9.0,54.0,2.0,79.07,79.38,21.73,0.0,8
2955,100.0,100.0,223.0,0.0,0.0,0.0,46.0,4.0,82.76,0.0,0.0,0.0,4
2956,250.0,50.0,259.0,94.0,25.0,24.0,41.0,7.0,41.18,23.44,24.04,0.02,2
2957,200.0,100.0,159.0,36.99,3.0,4.0,57.0,4.0,69.51,31.34,25.91,0.01,3
2958,320.0,73.33,3.0,0.0,0.0,0.0,39.0,8.0,47.83,0.0,0.0,-0.185052505831088,5
2959,253.67972835572002,-27.0593190705156,1.0,33.33,0.0,0.0,19.0,15.0,0.0,100.0,0.0,0.0320817788109339,2
2960,400.0,100.0,951.0,52.17,15.0,14.0,50.0,3.0,73.17,21.61,23.93,7.03,9
2961,400.0,100.0,486.0,96.43,12.0,15.0,31.0,4.0,68.6,48.4,17.97,1.24,5
2962,200.0,200.0,86.0,100.0,18.0,16.0,29.0,3.0,29.27,93.27,15.81,1.17,4
2963,350.0,50.0,23.0,38.46,9.0,9.0,54.0,9.0,28.57,9.47,22.93,0.02,5
2964,400.0,100.0,1545.0,44.12,22.0,20.0,59.0,2.0,84.93,100.0,14.93,0.0,9
2965,500.0,50.0,116.0,88.89,20.0,23.0,55.0,5.0,56.98,18.99,18.27,0.47,7
2966,70.0,20.0,254.0,95.77,22.0,21.0,42.0,7.0,5.48,100.0,16.35,0.0,4
2967,450.0,75.0,153.0,96.77,16.0,15.0,39.0,5.0,25.93,35.85,23.2,0.5,3
2968,60.0,20.0,106.0,29.17,0.0,0.0,60.0,7.0,29.63,23.07,16.67,0.0,9
2969,600.0,50.0,361.0,98.85,22.0,24.0,37.0,5.0,77.01,22.3,21.54,1.16,2
2970,550.0,50.0,1040.0,100.0,26.0,22.0,42.0,3.0,76.47,66.12,12.89,0.33,9
2971,150.0,50.0,45.0,0.0,0.0,0.0,39.0,11.0,77.27,0.0,0.0,0.0,6
2972,600.0,50.0,146.0,0.0,0.0,0.0,56.0,5.0,81.71,47.1,25.0,0.0,7
2973,420.0,40.0,29.0,92.59,15.0,15.0,39.0,16.0,27.27,16.05,24.86,0.04,4
2974,250.0,50.0,440.0,64.44,6.0,6.0,40.0,2.0,75.86,17.66,22.13,0.0,4
2975,198.649153080788,54.1217191358383,6.0,100.0,11.0,11.0,32.0,19.0,0.0,0.0,16.67,0.0,2
2976,300.0,100.0,450.0,85.06,12.0,10.0,50.0,7.0,80.46,24.24,25.31,1.88,5
2977,200.0,30.0,233.0,57.78,22.0,22.0,44.0,6.0,87.5,78.2,11.63,0.06,5
2978,470.0,17.14,124.0,100.0,21.0,21.0,44.0,8.0,30.77,5.82,16.56,1.52,3
2979,930.0,41.67,92.0,100.0,24.0,24.0,17.0,5.0,27.06,17.34,24.2,0.18,9
2980,60.0,10.0,313.0,100.0,21.0,20.0,49.0,3.0,2.0,14.08,14.34,1.26,9
2981,250.0,50.0,52.0,100.0,23.0,25.0,56.0,8.0,23.26,93.78,14.75,0.05,9
2982,850.0,90.0,28.0,98.63,16.0,15.0,42.0,11.0,14.29,13.48,28.39,0.17,4
2983,400.0,100.0,200.0,79.27,11.0,12.0,37.0,6.0,76.19,15.23,24.94,0.0,5
2984,200.0,100.0,36.0,98.61,10.0,10.0,36.0,10.0,3.7,53.51,16.7,0.03,6
2985,20.0,20.0,48.0,0.0,20.0,20.0,56.0,6.0,20.0,0.0,16.67,0.0,2
2986,60.0,30.0,37.0,26.09,0.0,0.0,27.0,3.0,69.23,0.88,26.92,0.0,3
2987,50.0,25.0,31.0,84.62,18.0,18.0,36.0,13.0,0.0,100.0,21.95,0.0,7
2988,638.536796136079,78.953820987957,364.0,83.33,12.0,12.0,43.0,7.0,34.38,17.51,24.35,0.04,4
2989,20.0,20.0,36.0,100.0,9.0,9.0,43.0,11.0,0.0,86.11,17.2,0.0,2
2990,200.0,100.0,40.0,76.47,4.0,6.0,37.0,2.0,56.52,32.84,21.05,0.0,8
2991,-287.684417774219,-22.074290245933,31.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,0.0,0.0,1
2992,50.0,50.0,164.0,62.79,25.0,26.0,30.0,11.0,7.41,34.49,19.25,0.02,5
2993,400.0,100.0,329.0,100.0,3.0,4.0,39.0,5.0,27.71,50.66,22.15,0.25,5
2994,50.0,50.0,0.0,100.0,23.0,24.0,0.0,0.0,0.0,87.9,15.69,0.0,8
2995,300.0,100.0,99.0,96.34,9.0,9.0,52.0,4.0,40.7,65.28,21.73,0.01,5
2996,570.0,23.75,132.0,7.55,0.0,0.0,41.0,10.0,59.7,24.39,0.0,0.0,7
2997,40.0,20.0,90.0,57.14,8.0,6.0,38.0,5.0,20.0,59.24,16.67,0.0,7
2998,100.0,50.0,189.0,69.44,25.0,25.0,46.0,8.0,21.43,88.21,16.99,0.0,5
2999,200.0,100.0,41.0,70.83,12.0,13.0,38.0,6.0,36.84,33.8,26.32,0.05,5
3000,530.0,20.0,407.0,50.88,10.0,8.0,37.0,6.0,71.21,97.33,16.06,0.03,6
3001,400.0,100.0,253.0,98.84,18.0,23.0,42.0,8.0,71.26,45.0,22.51,0.01,5
3002,200.0,20.0,143.0,65.0,19.0,19.0,24.0,5.0,67.86,20.9,28.87,0.02,8
3003,40.0,10.0,272.0,100.0,24.0,24.0,62.0,1.0,0.0,44.17,14.35,0.08,7
3004,750.0,50.0,407.0,100.0,24.0,23.0,56.0,5.0,78.82,12.99,19.91,0.25,4
3005,80.0,40.0,68.0,84.0,8.0,9.0,38.0,12.0,37.93,6.77,22.09,0.0,4
3006,550.0,50.0,60.0,100.0,26.0,26.0,12.0,4.0,15.38,8.64,28.28,2.65,3
3007,450.0,75.0,372.0,33.9,19.0,19.0,49.0,2.0,75.0,96.83,23.48,0.0,9
3008,2.8053575849232595,-30.4154088126712,1.0,0.0,0.0,0.0,25.0,3.0,50.0,0.0,16.67,0.0,6
3009,320.0,16.0,205.0,9.43,0.0,0.0,41.0,11.0,79.71,100.0,14.29,0.0,8
3010,450.0,50.0,125.0,50.0,8.0,9.0,36.0,10.0,89.04,11.39,31.37,0.0,7
3011,200.0,100.0,385.0,0.0,0.0,0.0,33.0,6.0,88.37,3.27,0.0,0.0,8
3012,-297.140643818945,-14.625250685195802,45.0,0.0,0.0,0.0,31.0,13.0,33.33,0.0,0.0,0.0,1
3013,500.0,100.0,572.0,98.84,21.0,22.0,53.0,4.0,53.49,44.61,24.1,0.78,8
3014,60.0,20.0,13.0,100.0,13.0,12.0,45.0,7.0,0.0,39.34,21.05,0.82,5
3015,280.0,20.0,216.0,38.64,10.0,8.0,29.0,9.0,40.0,33.28,12.8,0.03,8
3016,780.0,30.0,535.0,91.95,21.0,39.0,31.0,7.0,68.97,11.27,21.24,0.2,2
3017,700.0,25.38,931.0,98.85,21.0,24.0,44.0,5.0,63.22,6.99,20.77,0.28,7
3018,170.0,23.33,650.0,71.74,24.0,24.0,45.0,4.0,89.36,21.84,13.17,0.24,6
3019,470.0,42.5,252.0,97.22,21.0,20.0,35.0,10.0,53.16,14.36,30.54,0.04,4
3020,1200.0,50.0,822.0,58.82,22.0,22.0,32.0,6.0,87.36,6.78,28.28,0.0,3
3021,100.0,100.0,77.0,100.0,22.0,24.0,49.0,5.0,29.33,91.63,18.54,0.0,5
3022,300.0,100.0,73.0,100.0,10.0,8.0,56.0,11.0,32.26,29.63,20.08,0.09,4
3023,50.0,50.0,82.0,3.7,0.0,0.0,52.0,2.0,92.86,100.0,0.0,0.0,9
3024,450.0,50.0,10.0,95.08,21.0,20.0,20.0,16.0,35.62,12.14,30.1,3.33,5
3025,350.0,50.0,196.0,100.0,9.0,8.0,38.0,4.0,32.14,32.84,25.35,0.01,7
3026,100.0,100.0,777.0,66.67,1.0,1.0,26.0,3.0,89.47,29.88,24.48,0.08,3
3027,120.0,30.0,22.0,0.0,0.0,0.0,64.0,2.0,57.14,0.0,0.0,0.0,7
3028,600.0,200.0,13.0,87.01,13.0,13.0,21.0,14.0,30.12,50.21,25.24,0.03,3
3029,-205.40941292035998,29.7073291918279,79.0,60.0,22.0,22.0,42.0,3.0,0.0,0.0,0.0,0.0,5
3030,60.0,30.0,152.0,10.0,36.0,30.0,25.0,7.0,33.33,100.0,0.0,0.0,3
3031,400.0,100.0,82.0,100.0,19.0,19.0,54.0,8.0,48.72,10.69,22.94,0.09,6
3032,390.0,31.67,29.0,80.7,16.0,17.0,23.0,9.0,53.23,18.88,30.9,0.14,3
3033,870.0,44.0,54.0,98.73,11.0,12.0,13.0,4.0,43.02,8.82,53.25,0.05,2
3034,550.0,50.0,589.0,82.5,18.0,18.0,48.0,7.0,68.67,23.91,23.62,0.19,9
3035,640.0,48.0,139.0,100.0,24.0,24.0,30.0,7.0,48.28,16.85,22.85,0.1,4
3036,350.0,12.5,231.0,5.41,0.0,0.0,29.0,7.0,26.0,100.0,14.29,0.0,8
3037,150.0,50.0,161.0,13.79,10.0,10.0,58.0,4.0,64.71,18.76,0.0,0.0,10
3038,500.0,36.0,273.0,100.0,18.0,18.0,45.0,2.0,65.12,35.28,18.8,0.61,5
3039,500.0,100.0,263.0,91.36,23.0,23.0,27.0,6.0,66.67,28.85,29.29,0.13,5
3040,420.0,60.0,173.0,65.75,3.0,4.0,43.0,9.0,80.0,58.45,25.71,0.05,9
3041,550.0,50.0,295.0,92.42,7.0,8.0,53.0,3.0,58.54,21.85,22.09,3.69,5
3042,150.0,20.0,68.0,100.0,2.0,1.0,50.0,11.0,0.0,90.83,9.46,0.02,9
3043,30.0,10.0,46.0,89.66,1.0,2.0,48.0,2.0,17.07,81.01,17.31,0.01,5
3044,550.0,62.5,62.0,75.0,26.0,25.0,36.0,9.0,63.75,21.65,24.47,0.31,4
3045,550.0,100.0,1157.0,0.0,0.0,0.0,47.0,4.0,84.0,0.0,0.0,0.0,10
3046,20.0,20.0,85.0,72.73,0.0,0.0,40.0,10.0,15.38,0.0,16.67,0.0,8
3047,400.0,100.0,119.0,96.97,17.0,17.0,30.0,6.0,28.38,36.24,22.35,0.18,3
3048,370.0,12.0,193.0,100.0,22.0,19.0,49.0,4.0,22.99,6.06,18.7,0.1,6
3049,490.0,53.33,676.0,100.0,25.0,25.0,40.0,2.0,54.12,50.43,16.97,0.82,6
3050,400.0,100.0,475.0,70.97,14.0,18.0,48.0,5.0,80.26,78.75,21.08,0.12,7
3051,290.0,27.5,3.0,100.0,25.0,26.0,29.0,19.0,0.0,13.46,23.29,0.13,6
3052,420.0,60.0,69.0,100.0,22.0,23.0,41.0,12.0,52.87,27.39,22.93,0.82,4
3053,70.0,10.0,137.0,0.0,0.0,0.0,38.0,5.0,27.27,0.0,0.0,0.0,7
3054,930.0,45.71,208.0,100.0,29.0,31.0,42.0,2.0,40.0,2.87,25.0,0.48,3
3055,400.0,200.0,24.0,100.0,16.0,21.0,43.0,14.0,9.2,6.58,18.77,0.02,9
3056,50.0,50.0,88.0,100.0,21.0,22.0,52.0,6.0,1.2,0.33,18.04,0.0,5
3057,150.0,50.0,146.0,95.52,18.0,21.0,40.0,9.0,31.43,35.54,21.88,1.44,10
3058,110.0,20.0,124.0,36.84,20.0,18.0,35.0,11.0,42.86,82.8,21.43,0.0,3
3059,190.0,30.0,19.0,100.0,16.0,18.0,39.0,4.0,1.3,71.58,24.18,0.2,7
3060,450.0,50.0,39.0,86.54,20.0,21.0,40.0,9.0,32.26,22.47,31.07,0.08,3
3061,620.0,42.5,1259.0,84.88,16.0,16.0,53.0,5.0,98.84,14.65,26.32,0.31,6
3062,270.0,20.0,171.0,76.92,15.0,8.0,45.0,5.0,38.46,46.09,10.98,0.05,6
3063,420.0,73.33,96.0,100.0,10.0,11.0,56.0,7.0,47.62,51.81,25.43,0.19,6
3064,470.0,40.0,424.0,94.37,23.0,21.0,53.0,1.0,52.63,18.35,22.25,0.03,6
3065,400.0,100.0,277.0,0.0,0.0,0.0,64.0,0.0,69.01,0.0,0.0,-1.3241221547828002,1
3066,750.0,58.33,1570.0,30.16,14.0,14.0,45.0,4.0,61.64,23.06,28.13,0.03,8
3067,320.0,60.0,149.0,100.0,18.0,18.0,34.0,5.0,48.0,24.54,18.15,0.12,5
3068,220.0,20.0,17.0,79.17,23.0,22.0,43.0,17.0,48.28,3.78,23.53,1.07,4
3069,350.0,50.0,174.0,65.0,15.0,15.0,51.0,4.0,44.44,75.25,27.15,0.01,9
3070,190.0,35.0,170.0,93.44,20.0,21.0,51.0,6.0,28.79,17.16,22.84,0.1,5
3071,510.0,43.33,292.0,47.76,9.0,9.0,56.0,4.0,75.68,73.35,22.12,1.11,4
3072,456.506510092429,6.0708955421964,9.0,97.73,23.0,23.0,36.0,12.0,2.22,95.87,14.16,0.0,4
3073,2150.0,93.75,62.0,98.85,21.0,21.0,29.0,9.0,11.49,6.11,23.81,0.66,4
3074,120.0,40.0,21.0,100.0,23.0,22.0,43.0,3.0,50.0,13.21,18.52,0.0,7
3075,30.0,30.0,2.0,100.0,8.0,11.0,37.0,15.0,0.0,28.16,36.11,0.0,5
3076,350.0,22.0,83.0,93.18,11.0,11.0,35.0,10.0,43.86,6.91,22.08,0.01,7
3077,230.0,13.33,475.0,21.43,11.0,9.0,42.0,5.0,36.36,100.0,16.67,0.0,4
3078,110.0,20.0,255.0,100.0,24.0,25.0,49.0,2.0,3.75,17.75,12.1,0.06,7
3079,20.0,20.0,32.0,90.91,26.0,29.0,76.0,7.0,0.0,100.0,13.76,0.0,2
3080,250.0,50.0,34.0,100.0,23.0,24.0,37.0,5.0,1.45,2.61,24.01,0.03,4
3081,110.0,20.0,21.0,10.0,0.0,0.0,32.0,18.0,22.73,98.65,0.0,0.0,7
3082,300.0,50.0,147.0,94.52,25.0,24.0,56.0,6.0,42.86,17.74,23.76,0.31,5
3083,50.0,50.0,71.0,0.0,0.0,0.0,50.0,10.0,21.43,0.0,0.0,0.0,5
3084,330.0,14.29,20.0,75.0,16.0,19.0,41.0,4.0,4.17,80.54,20.0,0.0,2
3085,200.0,20.0,0.0,65.0,17.0,17.0,33.0,23.0,6.52,41.23,25.0,0.43,2
3086,60.0,20.0,15.0,100.0,16.0,15.0,28.0,4.0,2.94,12.45,12.11,0.0,6
3087,50.0,50.0,84.0,42.86,7.0,4.0,33.0,3.0,30.0,0.12,22.0,0.01,10
3088,450.0,50.0,422.0,94.2,19.0,19.0,54.0,3.0,27.03,30.94,27.59,0.01,6
3089,360.0,30.0,58.0,55.26,6.0,8.0,55.0,7.0,22.73,75.37,15.6,0.04,7
3090,390.0,34.0,120.0,75.68,13.0,13.0,25.0,3.0,63.46,10.07,26.83,0.0,3
3091,-33.9886106544069,-9.83889941762627,84.0,92.31,10.0,11.0,43.0,12.0,21.21,16.04,19.69,0.06,5
3092,300.0,100.0,178.0,48.39,17.0,16.0,48.0,4.0,75.71,31.02,23.42,0.05,9
3093,20.0,20.0,43.0,11.11,0.0,0.0,32.0,5.0,0.0,0.0,16.67,0.0,5
3094,110.0,36.67,88.0,77.78,18.0,18.0,29.0,3.0,38.46,47.48,0.0,0.0,3
3095,250.0,50.0,237.0,84.09,23.0,22.0,27.0,6.0,66.0,8.51,28.57,0.01,6
3096,450.0,150.0,99.0,13.33,26.0,26.0,50.0,7.0,61.9,100.0,14.46,0.0,10
3097,400.0,100.0,80.0,0.0,0.0,0.0,59.0,11.0,44.9,0.0,0.0,0.0,10
3098,410.0,42.5,475.0,21.13,6.0,5.0,40.0,9.0,81.71,85.75,22.16,0.02,7
3099,400.0,30.0,316.0,0.0,0.0,0.0,59.0,5.0,76.92,93.43,0.0,0.0,8
3100,307.120423533968,93.15021512513509,13.0,96.88,18.0,17.0,30.0,6.0,2.63,37.81,18.34,0.0,2
3101,100.0,20.0,187.0,33.33,32.0,32.0,43.0,11.0,38.89,52.62,19.05,0.15,2
3102,600.0,150.0,102.0,92.68,23.0,24.0,40.0,7.0,87.36,81.9,16.53,0.24,8
3103,90.0,20.0,128.0,22.22,0.0,0.0,58.0,8.0,43.75,99.83,16.67,0.0,6
3104,400.0,100.0,72.0,97.59,18.0,19.0,35.0,8.0,82.14,14.62,22.46,0.28,4
3105,520.0,73.33,61.0,100.0,17.0,27.0,30.0,5.0,21.84,66.48,20.1,0.19,2
3106,480.0,30.0,428.0,91.55,18.0,18.0,49.0,3.0,36.71,25.84,20.97,0.38,6
3107,450.0,150.0,223.0,100.0,20.0,20.0,52.0,9.0,47.13,29.35,23.78,0.21,3
3108,250.0,125.0,20.0,0.0,0.0,0.0,40.0,6.0,66.67,0.0,0.0,-1.23933507335406,10
3109,370.0,20.0,78.0,82.35,13.0,13.0,26.0,16.0,31.58,48.09,29.61,0.02,3
3110,500.0,50.0,68.0,100.0,25.0,27.0,33.0,11.0,28.24,4.66,22.11,0.04,4
3111,300.0,100.0,298.0,98.63,22.0,22.0,60.0,1.0,14.29,70.18,12.85,0.01,9
3112,440.0,60.0,131.0,98.8,9.0,9.0,35.0,11.0,24.71,2.58,25.89,0.11,5
3113,600.0,200.0,309.0,98.72,10.0,13.0,33.0,5.0,42.5,19.12,19.73,0.03,5
3114,450.0,50.0,147.0,72.41,12.0,12.0,34.0,7.0,73.42,18.49,23.53,0.01,6
3115,500.0,100.0,56.0,81.97,9.0,9.0,13.0,15.0,32.91,17.59,23.17,0.92,2
3116,200.0,35.0,40.0,13.73,23.0,25.0,55.0,7.0,55.17,97.15,13.24,0.0,9
3117,20.0,20.0,0.0,100.0,7.0,5.0,37.0,13.0,5.71,25.62,14.29,0.0,5
3118,10.0,10.0,6.0,98.0,19.0,19.0,61.0,9.0,1.89,88.43,16.85,0.0,6
3119,400.0,37.5,1114.0,44.74,26.0,30.0,38.0,4.0,62.82,99.99,12.58,0.0,5
3120,400.0,100.0,65.0,94.59,28.0,28.0,38.0,18.0,36.92,39.48,17.03,0.81,8
3121,670.0,45.71,300.0,89.53,18.0,19.0,28.0,7.0,82.76,9.75,28.83,1.28,6
3122,600.0,50.0,1180.0,97.59,18.0,19.0,45.0,4.0,48.24,18.82,26.29,0.15,5
3123,150.0,50.0,21.0,5.26,10.0,10.0,50.0,15.0,21.43,0.0,0.0,0.0,10
3124,270.0,10.0,186.0,100.0,21.0,21.0,46.0,11.0,8.43,61.72,15.07,0.22,4
3125,40.0,20.0,178.0,0.0,0.0,0.0,50.0,5.0,21.43,0.0,0.0,0.0,6
3126,3200.0,100.0,70.0,98.46,15.0,18.0,37.0,13.0,47.3,22.61,25.15,0.23,6
3127,80.0,10.0,184.0,100.0,20.0,19.0,85.0,3.0,0.0,7.02,11.36,0.45,3
3128,280.0,40.0,2.0,100.0,17.0,18.0,28.0,3.0,1.89,10.37,25.0,0.02,3
3129,750.0,25.71,145.0,100.0,23.0,23.0,28.0,5.0,42.53,15.87,17.73,0.07,1
3130,180.0,20.0,41.0,100.0,11.0,16.0,28.0,9.0,18.52,90.48,16.77,0.02,4
3131,50.0,50.0,372.0,74.0,3.0,3.0,45.0,3.0,26.67,78.99,20.57,0.05,6
3132,510.0,20.0,82.0,95.06,25.0,21.0,46.0,10.0,15.66,36.08,19.7,0.11,4
3133,200.0,50.0,3.0,100.0,17.0,18.0,12.0,31.0,0.0,22.27,27.46,3.12,2
3134,626.237360487067,-6.63671215716925,16.0,75.0,11.0,7.0,54.0,9.0,0.0,100.0,14.29,0.0,8
3135,650.0,50.0,1115.0,100.0,24.0,25.0,41.0,3.0,75.86,2.68,24.97,0.14,7
3136,150.0,50.0,65.0,86.36,3.0,6.0,48.0,8.0,82.61,43.78,19.42,0.01,6
3137,300.0,100.0,10.0,90.91,18.0,19.0,19.0,15.0,54.12,27.86,24.23,2.93,2
3138,320.0,30.0,36.0,96.92,19.0,19.0,37.0,11.0,42.65,19.71,22.87,1.85,2
3139,630.0,60.0,11.0,100.0,4.0,5.0,38.0,19.0,1.19,49.11,29.37,0.25,3
3140,36.2243450151179,16.1893793948566,12.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,-8.84316493178576,0.125329967956003,10
3141,300.0,100.0,118.0,98.85,25.0,27.0,50.0,10.0,26.44,53.92,21.67,0.0,10
3142,670.0,50.0,418.0,100.0,23.0,23.0,39.0,2.0,37.21,54.24,22.33,1.57,2
3143,-98.2558041918731,25.9034880011898,233.0,100.0,0.0,0.0,39.0,2.0,0.0,100.0,0.0,0.0,10
3144,140.0,20.0,14.0,100.0,20.0,20.0,21.0,4.0,5.26,12.37,14.44,1.36,3
3145,400.0,100.0,16.0,73.91,7.0,9.0,44.0,31.0,14.67,72.66,27.44,0.0,2
3146,200.0,100.0,627.0,84.91,16.0,11.0,45.0,2.0,92.45,20.76,8.84,0.01,9
3147,160.0,10.0,29.0,100.0,23.0,23.0,44.0,12.0,0.0,18.14,14.33,0.11,4
3148,370.0,60.0,1016.0,91.78,16.0,19.0,44.0,4.0,42.5,24.95,19.27,0.29,6
3149,150.0,50.0,199.0,66.67,14.0,17.0,43.0,4.0,60.0,17.88,19.55,0.03,5
3150,700.0,40.0,352.0,4.65,18.0,17.0,49.0,10.0,100.0,100.0,16.67,0.0,9
3151,-78.56254476357759,-2.5994268798825098,405.0,100.0,22.0,19.0,34.0,4.0,0.0,100.0,16.67,0.0,2
3152,280.0,65.0,143.0,85.0,17.0,17.0,42.0,8.0,81.43,10.82,23.67,0.02,4
3153,450.0,150.0,9.0,95.65,17.0,16.0,25.0,6.0,10.0,94.09,14.62,0.03,3
3154,290.0,23.33,50.0,100.0,22.0,24.0,49.0,6.0,0.0,2.18,19.8,0.28,7
3155,370.0,32.5,192.0,100.0,24.0,23.0,36.0,6.0,52.87,3.17,19.75,0.98,3
3156,260.0,20.0,133.0,0.0,0.0,0.0,46.0,8.0,77.42,0.0,0.0,0.0,9
3157,400.0,100.0,243.0,100.0,22.0,21.0,55.0,5.0,81.61,17.26,22.42,0.03,9
3158,550.0,40.0,539.0,5.41,0.0,0.0,55.0,5.0,91.36,50.88,14.29,0.0,10
3159,400.0,100.0,426.0,74.07,4.0,2.0,38.0,3.0,47.83,90.65,15.53,0.0,8
3160,560.0,70.0,88.0,100.0,24.0,24.0,40.0,14.0,58.62,5.31,21.05,0.27,7
3161,300.0,10.0,23.0,73.91,11.0,13.0,62.0,10.0,30.77,95.95,14.43,0.0,6
